textbox22
generated on 06/05/2021 00:37:45 UTC

HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,20,2020-05-11,2020-05-17,All,117,,4758761,,2.46,,,,,,,,,,,,,,,,0,0,,,11926,,4758761,,250.61,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,20,2020-05-11,2020-05-17,All,,,,,,,,,,,,,,,,,,,,,0,0,,,2843,,814613,,349.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,20,2020-05-11,2020-05-17,All,386,,173839,,222.04,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,20,2020-05-11,2020-05-17,All,6,,2794329,,0.21,,,,,,,,,,,,,,,,,,,,2248,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,20,2020-05-11,2020-05-17,All,0,94,,0.00,,,,,,,,,,,,,,,,,0,0,,,1,94,,10.64,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,20,2020-05-11,2020-05-17,All,0,,390900,,0.00,,,,,,,,13,1415,980875,0.92,1.33,0,,,0,0,,,91,,390900,,23.28,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,20,2020-05-11,2020-05-17,All,12,584,,20.55,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,20,2020-05-11,2020-05-17,All,0,,105813,,0.00,,,,,,,,,,,,,,,,0,0,,,267,,105813,,252.33,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,20,2020-05-11,2020-05-17,All,11,,2075301,,0.53,,,,,,,,,,,,,,,,173,23,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,20,2020-05-11,2020-05-17,All,0,,50162,,0.00,,,,,,,,,,,,,,,,98,6,,,56,,50162,,111.64,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,20,2020-05-11,2020-05-17,All,267,,2308120,,11.57,,,,,,,,,,,,,,,,,,,,6778,,2308120,,293.66,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,20,2020-05-11,2020-05-17,All,0,,265690,,0.00,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,20,2020-05-11,2020-05-17,All,42,,167152,,25.13,,,,,,,,,,,,,,,,0,0,,,814,,1321977,,61.57,,,,,,1,,1,0
Northern hemishere,Europe,EUR,Northern Europe,Finland,2020,20,2020-05-11,2020-05-17,All,1,,960016,,0.10,,,,,,,,,,,,,,,,,,,,7344,,960016,,764.99,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,20,2020-05-11,2020-05-17,All,8,,62020,,12.90,,,,,,,,74,339,,21.83,,8,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,20,2020-05-11,2020-05-17,All,19,,139009,,13.67,,,,,,,,,,,,,,,,0,0,,,2406,,1461341,,164.64,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,20,2020-05-11,2020-05-17,All,286,,3275954,,8.73,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,20,2020-05-11,2020-05-17,All,23,,37733,,60.95,,,,,,,,11,220,0,5.00,,6,,,1846,684,,,28072,,38238676,,73.41,,,,,,2,,1,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,20,2020-05-11,2020-05-17,All,0,,175109,,0.00,,,,,,,,20,441,0,4.54,,0,,,,,,,883,,2972732,,29.70,,,,,,1,,1,
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,20,2020-05-11,2020-05-17,All,201,,620500,,32.39,,,,,,,,40,0,415,,9638.55,,,,0,0,,,0,,0,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,20,2020-05-11,2020-05-17,All,71,,72227,,98.30,,,,,,,,,,,,,,,,0,0,,,215,,72227,,297.67,,,,,,1,,2,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,20,2020-05-11,2020-05-17,All,99,,161780,,61.19,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,20,2020-05-11,2020-05-17,All,10,,4124531,,0.24,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,20,2020-05-11,2020-05-17,All,44,,288141,,15.27,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,20,2020-05-11,2020-05-17,All,94,,2094035,,4.49,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,20,2020-05-11,2020-05-17,All,388,,1232066,,31.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,20,2020-05-11,2020-05-17,All,0,,9519,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,19,2020-05-04,2020-05-10,All,,,,,,,,,,,,,3,179,,1.68,,3,,,0,1,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,19,2020-05-04,2020-05-10,All,9,,54153630,,0.02,,,,,,,,190,1119,,16.98,,18,,,0,0,,,109646,,54153630,,202.47,,,,,,1,,1,
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,19,2020-05-04,2020-05-10,All,0,,413243,,0.00,,,,,,,,,,,,,,,,0,0,,,1079,,413243,,261.11,,,,,,1,,1,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,19,2020-05-04,2020-05-10,All,413,,239244,,172.63,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,19,2020-05-04,2020-05-10,All,,,,,,,,,,,,,,,,,,,,,0,0,,,2847,,827616,,344.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,19,2020-05-04,2020-05-10,All,115,,4716083,,2.44,,,,,,,,,,,,,,,,0,0,,,12016,,4716083,,254.79,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,19,2020-05-04,2020-05-10,All,15,,2075301,,0.72,,,,,,,,,,,,,,,,167,15,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,19,2020-05-04,2020-05-10,All,1,,620029,,0.16,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,2,,1,
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,19,2020-05-04,2020-05-10,All,10,,2173,,460.19,,,,,,,,,,,,,,,,,,,,2173,,2173,,100000.00,,,,,,1,,1,
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,19,2020-05-04,2020-05-10,All,0,82,,0.00,,,,,,,,,,,,,,,,,0,0,,,4,82,,48.78,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,19,2020-05-04,2020-05-10,All,0,,104758,,0.00,,,,,,,,,,,,,,,,0,0,,,252,,104758,,240.55,,,,,,1,,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,19,2020-05-04,2020-05-10,All,0,,390906,,0.00,,,,,,,,9,1508,980875,0.60,0.92,0,,,0,0,,,99,,390906,,25.33,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,19,2020-05-04,2020-05-10,All,472,,7258753,,6.50,,,,,,,,10,293,,3.41,,0,,,,,,,,,,,,,,,,,,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,19,2020-05-04,2020-05-10,All,227,,2043524,,11.11,,,,,,,,,,,,,,,,,,,,5932,,2043524,,290.28,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,19,2020-05-04,2020-05-10,All,0,,29518,,0.00,,,,,,,,,,,,,,,,133,5,,,31,,29518,,105.02,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,19,2020-05-04,2020-05-10,All,0,,261555,,0.00,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,19,2020-05-04,2020-05-10,All,49,,167152,,29.31,,,,,,,,,,,,,,,,0,0,,,1153,,1321977,,87.22,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Finland,2020,19,2020-05-04,2020-05-10,All,4,,966703,,0.41,,,,,,,,,,,,,,,,,,,,6943,,966703,,718.21,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,19,2020-05-04,2020-05-10,All,11,,62020,,17.74,,,,,,,,26,160,,16.25,,10,,,,,,,,,,,,,,,,,1,0,,0
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,19,2020-05-04,2020-05-10,All,10,546,,18.32,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,19,2020-05-04,2020-05-10,All,462,,4063964,,11.37,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,19,2020-05-04,2020-05-10,All,20,,130406,,15.34,,,,,,,,,,,,,,,,0,0,,,2164,,1452278,,149.01,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,19,2020-05-04,2020-05-10,All,18,,37733,,47.70,,,,,,,,4,329,0,1.22,,4,,,2065,743,,,32361,,38238676,,84.63,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,19,2020-05-04,2020-05-10,All,89,,81236,,109.56,,,,,,,,,,,,,,,,0,0,,,246,,81236,,302.82,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,19,2020-05-04,2020-05-10,All,37,,620500,,5.96,,,,,,,,46,383,0,12.01,,,,,0,0,,,0,,0,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,19,2020-05-04,2020-05-10,All,,,,,,,,,,,,,,,,,,,,,0,0,,,354,,380577,,93.02,,,,,,1,,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,19,2020-05-04,2020-05-10,All,0,,175109,,0.00,,,,,,,,26,446,0,5.83,,0,,,,,,,1020,,2972732,,34.31,,,,,,1,,1,
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,19,2020-05-04,2020-05-10,All,230,,2094035,,10.98,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,19,2020-05-04,2020-05-10,All,73,,159639,,45.73,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,19,2020-05-04,2020-05-10,All,32,,283107,,11.30,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,19,2020-05-04,2020-05-10,All,0,,4124531,,0.00,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,19,2020-05-04,2020-05-10,All,0,,10433,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,19,2020-05-04,2020-05-10,All,404,,1224432,,32.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,18,2020-04-27,2020-05-03,All,,,,,,,,,,,,,3,243,,1.23,,3,,,0,2,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,18,2020-04-27,2020-05-03,All,1,,415298,,0.24,,,,,,,,,,,,,,,,0,0,,,1178,,415298,,283.65,,,,,,1,,1,
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,18,2020-04-27,2020-05-03,All,29,,54086635,,0.05,,,,,,,,66,1161,,5.68,,11,,,0,0,,,121118,,54086635,,223.93,,,,,,2,,1,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,18,2020-04-27,2020-05-03,All,846,,7258753,,11.65,,,,,,,,10,142,,7.04,,0,,,,,,,,,,,,,,,,,,,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,18,2020-04-27,2020-05-03,All,,,,,,,,,,,,,,,,,,,,,0,0,,,2433,,819191,,297.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,18,2020-04-27,2020-05-03,All,155,,4730816,,3.28,,,,,,,,,,,,,,,,0,0,,,12627,,4730816,,266.91,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,18,2020-04-27,2020-05-03,All,732,,244407,,299.50,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,18,2020-04-27,2020-05-03,All,0,87,,0.00,,,,,,,,,,,,,,,,,0,0,,,4,87,,45.98,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,18,2020-04-27,2020-05-03,All,0,,105813,,0.00,,,,,,,,,,,,,,,,0,0,,,303,,105813,,286.35,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,18,2020-04-27,2020-05-03,All,0,,391225,,0.00,,,,,,,,14,1343,980875,1.04,1.43,2,,,0,0,,,104,,391225,,26.58,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,18,2020-04-27,2020-05-03,All,7,,2794329,,0.25,,,,,,,,,,,,,,,,,,,,2468,,2794329,,88.32,,,,,,1,,1,
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,18,2020-04-27,2020-05-03,All,8,,2075301,,0.39,,,,,,,,,,,,,,,,185,24,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,18,2020-04-27,2020-05-03,All,10,398,,25.13,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,18,2020-04-27,2020-05-03,All,166,,2102420,,7.90,,,,,,,,,,,,,,,,,,,,5590,,2102420,,265.88,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,18,2020-04-27,2020-05-03,All,0,,32035,,0.00,,,,,,,,,,,,,,,,133,11,,,32,,32035,,99.89,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,18,2020-04-27,2020-05-03,All,1,,62020,,1.61,,,,,,,,22,362,,6.08,,10,,,,,,,,,,,,,,,,,1,0,,0
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,18,2020-04-27,2020-05-03,All,39,,167152,,23.33,,,,,,,,,,,,,,,,0,0,,,1667,,1321977,,126.10,,,,,,1,,1,0
Northern hemishere,Europe,EUR,Northern Europe,Finland,2020,18,2020-04-27,2020-05-03,All,3,,916468,,0.33,,,,,,,,,,,,,,,,,,,,7168,,916468,,782.13,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,18,2020-04-27,2020-05-03,All,1,,290813,,0.34,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,18,2020-04-27,2020-05-03,All,29,,128953,,22.49,,,,,,,,,,,,,,,,0,0,,,2291,,1458102,,157.12,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,18,2020-04-27,2020-05-03,All,581,,4933115,,11.78,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,18,2020-04-27,2020-05-03,All,2,,620029,,0.32,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,18,2020-04-27,2020-05-03,All,22,,37733,,58.30,,,,,,,,85,352,0,24.15,,7,,,1687,574,,,39145,,38238676,,102.37,,,,,,1,,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,18,2020-04-27,2020-05-03,All,0,,175109,,0.00,,,,,,,,29,218,0,13.30,,0,,,,,,,929,,2972732,,31.25,,,,,,1,,2,
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,18,2020-04-27,2020-05-03,All,34,,620500,,5.48,,,,,,,,22,315,0,6.98,,0,,,0,0,,,0,,0,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,18,2020-04-27,2020-05-03,All,56,,65468,,85.54,,,,,,,,,,,,,,,,0,0,,,169,,65468,,258.14,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,18,2020-04-27,2020-05-03,All,,,,,,,,,,,,,,,,,,,,,0,0,,,341,,380577,,89.60,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,18,2020-04-27,2020-05-03,All,0,,4124531,,0.00,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,18,2020-04-27,2020-05-03,All,57,,286054,,19.93,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,18,2020-04-27,2020-05-03,All,164,,2094035,,7.83,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,18,2020-04-27,2020-05-03,All,101,,151969,,66.46,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,18,2020-04-27,2020-05-03,All,409,,1220794,,33.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,18,2020-04-27,2020-05-03,All,0,,3962,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,17,2020-04-20,2020-04-26,All,,,,,,,,,,,,,,,,,,,,,0,0,,,386,,380577,,101.42,,,,,,1,,1,
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,17,2020-04-20,2020-04-26,All,,,,,,,,,,,,,3,197,,1.52,,3,,,0,4,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Italy,2020,17,2020-04-20,2020-04-26,All,314,,754442,,41.62,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,17,2020-04-20,2020-04-26,All,0,,405932,,0.00,,,,,,,,,,,,,,,,0,0,,,1047,,405932,,257.92,,,,,,2,,1,
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,17,2020-04-20,2020-04-26,All,66,,54086635,,0.12,,,,,,,,214,1089,,19.65,,12,,,0,0,,,148826,,54086635,,275.16,,,,,,2,,1,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,17,2020-04-20,2020-04-26,All,714,,7258753,,9.84,,,,,,,,11,154,,7.14,,0,,,,,,,,,,,,,,,,,,,1,
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,17,2020-04-20,2020-04-26,All,241,,4771943,,5.05,,,,,,,,,,,,,,,,0,0,,,14066,,4771943,,294.76,,,,,,2,,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,17,2020-04-20,2020-04-26,All,996,,308091,,323.28,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,17,2020-04-20,2020-04-26,All,,,,,,,,,,,,,,,,,,,,,0,0,,,3215,,826735,,388.88,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,17,2020-04-20,2020-04-26,All,0,,390906,,0.00,,,,,,,,21,1436,980875,1.46,2.14,0,,,0,0,,,102,,390906,,26.09,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,17,2020-04-20,2020-04-26,All,11,423,,26.00,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,17,2020-04-20,2020-04-26,All,1,,620029,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,17,2020-04-20,2020-04-26,All,23,,2794329,,0.82,,,,,,,,,,,,,,,,,,,,3433,,2794329,,122.86,,,,,,1,,1,
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,17,2020-04-20,2020-04-26,All,0,81,,0.00,,,,,,,,,,,,,,,,,0,0,,,3,81,,37.04,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,17,2020-04-20,2020-04-26,All,0,,105813,,0.00,,,,,,,,,,,,,,,,0,0,,,321,,105813,,303.37,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,17,2020-04-20,2020-04-26,All,9,,2075301,,0.43,,,,,,,,,,,,,,,,243,28,,,,,,,,,,,,,2,,1,
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,17,2020-04-20,2020-04-26,All,0,,46538,,0.00,,,,,,,,,,,,,,,,156,19,,,72,,46538,,154.71,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,17,2020-04-20,2020-04-26,All,299,,2212555,,13.51,,,,,,,,,,,,,,,,,,,,7691,,2212555,,347.61,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Finland,2020,17,2020-04-20,2020-04-26,All,1,,978219,,0.10,,,,,,,,,,,,,,,,,,,,9186,,978219,,939.05,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,17,2020-04-20,2020-04-26,All,1,,303510,,0.33,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,17,2020-04-20,2020-04-26,All,91,,167152,,54.44,,,,,,,,,,,,,,,,0,0,,,2073,,1321977,,156.81,,,,,,1,,1,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,17,2020-04-20,2020-04-26,All,0,,62020,,0.00,,,,,,,,14,277,,5.05,,2,,,,,,,,,,,,,,,,,1,0,,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,17,2020-04-20,2020-04-26,All,42,,136901,,30.68,,,,,,,,,,,,,,,,0,0,,,3385,,1513316,,223.68,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,17,2020-04-20,2020-04-26,All,689,,5055439,,13.63,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,17,2020-04-20,2020-04-26,All,32,,37733,,84.81,,,,,,,,84,384,0,21.88,,6,,,2021,748,,,40535,,38238676,,106.01,,,,,,1,,1,1
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,17,2020-04-20,2020-04-26,All,35,,620500,,5.64,,,,,,,,25,272,0,9.19,,,,,,,,,0,,0,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,17,2020-04-20,2020-04-26,All,0,,175109,,0.00,,,,,,,,51,227,0,22.47,,0,,,,,,,925,,2972732,,31.12,,,,,,1,,1,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,17,2020-04-20,2020-04-26,All,72,,74673,,96.42,,,,,,,,,,,,,,,,0,0,,,293,,74673,,392.38,,,,,,1,,2,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,17,2020-04-20,2020-04-26,All,101,,152192,,66.36,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,17,2020-04-20,2020-04-26,All,4,,4124531,,0.10,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,17,2020-04-20,2020-04-26,All,52,,288141,,18.05,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,17,2020-04-20,2020-04-26,All,241,,2094035,,11.51,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,17,2020-04-20,2020-04-26,All,589,,1202287,,48.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,17,2020-04-20,2020-04-26,All,0,,1972,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,16,2020-04-13,2020-04-19,All,,,,,,,,,,,,,13,274,,4.74,,13,,,0,3,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Italy,2020,16,2020-04-13,2020-04-19,All,482,,856867,,56.25,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,16,2020-04-13,2020-04-19,All,99,,54086635,,0.18,,,,,,,,91,927,,9.82,,19,,,0,0,,,173703,,54086635,,321.16,,,,,,2,,1,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,16,2020-04-13,2020-04-19,All,588,,297765,,197.47,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,,2,1,1,0
